,variables
860,Merch_num_des_zip_total_30
861,Merch_num_des_zip_std_30
862,Merch_num_des_zip_actual/avg_30
863,Merch_num_des_zip_actual/max_30
864,Merch_num_des_zip_actual/total_30
865,Merch_num_des_zip_variability_avg_30
866,Merch_num_des_zip_variability_min_30
867,Merch_num_des_zip_variability_max_30
868,Merch_num_des_zip_variability_cum_30
869,Merch_num_des_zip_variability_std_30
870,Merch_num_state_zip_day_since
871,Merch_num_state_zip_count_0
872,Merch_num_state_zip_avg_0
873,Merch_num_state_zip_max_0
874,Merch_num_state_zip_total_0
875,Merch_num_state_zip_std_0
876,Merch_num_state_zip_actual/avg_0
877,Merch_num_state_zip_actual/max_0
878,Merch_num_state_zip_actual/total_0
879,Merch_num_state_zip_variability_avg_0
880,Merch_num_state_zip_variability_min_0
881,Merch_num_state_zip_variability_max_0
882,Merch_num_state_zip_variability_cum_0
883,Merch_num_state_zip_variability_std_0
884,Merch_num_state_zip_count_1
885,Merch_num_state_zip_avg_1
886,Merch_num_state_zip_max_1
887,Merch_num_state_zip_total_1
888,Merch_num_state_zip_std_1
889,Merch_num_state_zip_actual/avg_1
890,Merch_num_state_zip_actual/max_1
891,Merch_num_state_zip_actual/total_1
892,Merch_num_state_zip_variability_avg_1
893,Merch_num_state_zip_variability_min_1
894,Merch_num_state_zip_variability_max_1
895,Merch_num_state_zip_variability_cum_1
896,Merch_num_state_zip_variability_std_1
897,Merch_num_state_zip_count_3
898,Merch_num_state_zip_avg_3
899,Merch_num_state_zip_max_3
900,Merch_num_state_zip_total_3
901,Merch_num_state_zip_std_3
902,Merch_num_state_zip_actual/avg_3
903,Merch_num_state_zip_actual/max_3
904,Merch_num_state_zip_actual/total_3
905,Merch_num_state_zip_variability_avg_3
906,Merch_num_state_zip_variability_min_3
907,Merch_num_state_zip_variability_max_3
908,Merch_num_state_zip_variability_cum_3
909,Merch_num_state_zip_variability_std_3
910,Merch_num_state_zip_count_7
911,Merch_num_state_zip_avg_7
912,Merch_num_state_zip_max_7
913,Merch_num_state_zip_total_7
914,Merch_num_state_zip_std_7
915,Merch_num_state_zip_actual/avg_7
916,Merch_num_state_zip_actual/max_7
917,Merch_num_state_zip_actual/total_7
918,Merch_num_state_zip_variability_avg_7
919,Merch_num_state_zip_variability_min_7
920,Merch_num_state_zip_variability_max_7
921,Merch_num_state_zip_variability_cum_7
922,Merch_num_state_zip_variability_std_7
923,Merch_num_state_zip_count_14
924,Merch_num_state_zip_avg_14
925,Merch_num_state_zip_max_14
926,Merch_num_state_zip_total_14
927,Merch_num_state_zip_std_14
928,Merch_num_state_zip_actual/avg_14
929,Merch_num_state_zip_actual/max_14
930,Merch_num_state_zip_actual/total_14
931,Merch_num_state_zip_variability_avg_14
932,Merch_num_state_zip_variability_min_14
933,Merch_num_state_zip_variability_max_14
934,Merch_num_state_zip_variability_cum_14
935,Merch_num_state_zip_variability_std_14
936,Merch_num_state_zip_count_30
937,Merch_num_state_zip_avg_30
938,Merch_num_state_zip_max_30
939,Merch_num_state_zip_total_30
940,Merch_num_state_zip_std_30
941,Merch_num_state_zip_actual/avg_30
942,Merch_num_state_zip_actual/max_30
943,Merch_num_state_zip_actual/total_30
944,Merch_num_state_zip_variability_avg_30
945,Merch_num_state_zip_variability_min_30
946,Merch_num_state_zip_variability_max_30
947,Merch_num_state_zip_variability_cum_30
948,Merch_num_state_zip_variability_std_30
949,Merch_des_state_zip_day_since
950,Merch_des_state_zip_count_0
951,Merch_des_state_zip_avg_0
952,Merch_des_state_zip_max_0
953,Merch_des_state_zip_total_0
954,Merch_des_state_zip_std_0
955,Merch_des_state_zip_actual/avg_0
956,Merch_des_state_zip_actual/max_0
957,Merch_des_state_zip_actual/total_0
958,Merch_des_state_zip_variability_avg_0
959,Merch_des_state_zip_variability_min_0
960,Merch_des_state_zip_variability_max_0
961,Merch_des_state_zip_variability_cum_0
962,Merch_des_state_zip_variability_std_0
963,Merch_des_state_zip_count_1
964,Merch_des_state_zip_avg_1
965,Merch_des_state_zip_max_1
966,Merch_des_state_zip_total_1
967,Merch_des_state_zip_std_1
968,Merch_des_state_zip_actual/avg_1
969,Merch_des_state_zip_actual/max_1
970,Merch_des_state_zip_actual/total_1
971,Merch_des_state_zip_variability_avg_1
972,Merch_des_state_zip_variability_min_1
973,Merch_des_state_zip_variability_max_1
974,Merch_des_state_zip_variability_cum_1
975,Merch_des_state_zip_variability_std_1
976,Merch_des_state_zip_count_3
977,Merch_des_state_zip_avg_3
978,Merch_des_state_zip_max_3
979,Merch_des_state_zip_total_3
980,Merch_des_state_zip_std_3
981,Merch_des_state_zip_actual/avg_3
982,Merch_des_state_zip_actual/max_3
983,Merch_des_state_zip_actual/total_3
984,Merch_des_state_zip_variability_avg_3
985,Merch_des_state_zip_variability_min_3
986,Merch_des_state_zip_variability_max_3
987,Merch_des_state_zip_variability_cum_3
988,Merch_des_state_zip_variability_std_3
989,Merch_des_state_zip_count_7
990,Merch_des_state_zip_avg_7
991,Merch_des_state_zip_max_7
992,Merch_des_state_zip_total_7
993,Merch_des_state_zip_std_7
994,Merch_des_state_zip_actual/avg_7
995,Merch_des_state_zip_actual/max_7
996,Merch_des_state_zip_actual/total_7
997,Merch_des_state_zip_variability_avg_7
998,Merch_des_state_zip_variability_min_7
999,Merch_des_state_zip_variability_max_7
1000,Merch_des_state_zip_variability_cum_7
1001,Merch_des_state_zip_variability_std_7
1002,Merch_des_state_zip_count_14
1003,Merch_des_state_zip_avg_14
1004,Merch_des_state_zip_max_14
1005,Merch_des_state_zip_total_14
1006,Merch_des_state_zip_std_14
1007,Merch_des_state_zip_actual/avg_14
1008,Merch_des_state_zip_actual/max_14
1009,Merch_des_state_zip_actual/total_14
1010,Merch_des_state_zip_variability_avg_14
1011,Merch_des_state_zip_variability_min_14
1012,Merch_des_state_zip_variability_max_14
1013,Merch_des_state_zip_variability_cum_14
1014,Merch_des_state_zip_variability_std_14
1015,Merch_des_state_zip_count_30
1016,Merch_des_state_zip_avg_30
1017,Merch_des_state_zip_max_30
1018,Merch_des_state_zip_total_30
1019,Merch_des_state_zip_std_30
1020,Merch_des_state_zip_actual/avg_30
1021,Merch_des_state_zip_actual/max_30
1022,Merch_des_state_zip_actual/total_30
1023,Merch_des_state_zip_variability_avg_30
1024,Merch_des_state_zip_variability_min_30
1025,Merch_des_state_zip_variability_max_30
1026,Merch_des_state_zip_variability_cum_30
1027,Merch_des_state_zip_variability_std_30
1028,Merch_all_info_day_since
1029,Merch_all_info_count_0
1030,Merch_all_info_avg_0
1031,Merch_all_info_max_0
1032,Merch_all_info_total_0
1033,Merch_all_info_std_0
1034,Merch_all_info_actual/avg_0
1035,Merch_all_info_actual/max_0
1036,Merch_all_info_actual/total_0
1037,Merch_all_info_variability_avg_0
1038,Merch_all_info_variability_min_0
1039,Merch_all_info_variability_max_0
1040,Merch_all_info_variability_cum_0
1041,Merch_all_info_variability_std_0
1042,Merch_all_info_count_1
1043,Merch_all_info_avg_1
1044,Merch_all_info_max_1
1045,Merch_all_info_total_1
1046,Merch_all_info_std_1
1047,Merch_all_info_actual/avg_1
1048,Merch_all_info_actual/max_1
1049,Merch_all_info_actual/total_1
1050,Merch_all_info_variability_avg_1
1051,Merch_all_info_variability_min_1
1052,Merch_all_info_variability_max_1
1053,Merch_all_info_variability_cum_1
1054,Merch_all_info_variability_std_1
1055,Merch_all_info_count_3
1056,Merch_all_info_avg_3
1057,Merch_all_info_max_3
1058,Merch_all_info_total_3
1059,Merch_all_info_std_3
1060,Merch_all_info_actual/avg_3
1061,Merch_all_info_actual/max_3
1062,Merch_all_info_actual/total_3
1063,Merch_all_info_variability_avg_3
1064,Merch_all_info_variability_min_3
1065,Merch_all_info_variability_max_3
1066,Merch_all_info_variability_cum_3
1067,Merch_all_info_variability_std_3
1068,Merch_all_info_count_7
1069,Merch_all_info_avg_7
1070,Merch_all_info_max_7
1071,Merch_all_info_total_7
1072,Merch_all_info_std_7
1073,Merch_all_info_actual/avg_7
1074,Merch_all_info_actual/max_7
1075,Merch_all_info_actual/total_7
1076,Merch_all_info_variability_avg_7
1077,Merch_all_info_variability_min_7
1078,Merch_all_info_variability_max_7
1079,Merch_all_info_variability_cum_7
1080,Merch_all_info_variability_std_7
1081,Merch_all_info_count_14
1082,Merch_all_info_avg_14
1083,Merch_all_info_max_14
1084,Merch_all_info_total_14
1085,Merch_all_info_std_14
1086,Merch_all_info_actual/avg_14
1087,Merch_all_info_actual/max_14
1088,Merch_all_info_actual/total_14
1089,Merch_all_info_variability_avg_14
1090,Merch_all_info_variability_min_14
1091,Merch_all_info_variability_max_14
1092,Merch_all_info_variability_cum_14
1093,Merch_all_info_variability_std_14
1094,Merch_all_info_count_30
1095,Merch_all_info_avg_30
1096,Merch_all_info_max_30
1097,Merch_all_info_total_30
1098,Merch_all_info_std_30
1099,Merch_all_info_actual/avg_30
1100,Merch_all_info_actual/max_30
1101,Merch_all_info_actual/total_30
1102,Merch_all_info_variability_avg_30
1103,Merch_all_info_variability_min_30
1104,Merch_all_info_variability_max_30
1105,Merch_all_info_variability_cum_30
1106,Merch_all_info_variability_std_30
1107,card_Merchnum_day_since
1108,card_Merchnum_count_0
1109,card_Merchnum_avg_0
1110,card_Merchnum_max_0
1111,card_Merchnum_total_0
1112,card_Merchnum_std_0
1113,card_Merchnum_actual/avg_0
1114,card_Merchnum_actual/max_0
1115,card_Merchnum_actual/total_0
1116,card_Merchnum_variability_avg_0
1117,card_Merchnum_variability_min_0
1118,card_Merchnum_variability_max_0
1119,card_Merchnum_variability_cum_0
1120,card_Merchnum_variability_std_0
1121,card_Merchnum_count_1
1122,card_Merchnum_avg_1
1123,card_Merchnum_max_1
1124,card_Merchnum_total_1
1125,card_Merchnum_std_1
1126,card_Merchnum_actual/avg_1
1127,card_Merchnum_actual/max_1
1128,card_Merchnum_actual/total_1
1129,card_Merchnum_variability_avg_1
1130,card_Merchnum_variability_min_1
1131,card_Merchnum_variability_max_1
1132,card_Merchnum_variability_cum_1
1133,card_Merchnum_variability_std_1
1134,card_Merchnum_count_3
1135,card_Merchnum_avg_3
1136,card_Merchnum_max_3
1137,card_Merchnum_total_3
1138,card_Merchnum_std_3
1139,card_Merchnum_actual/avg_3
1140,card_Merchnum_actual/max_3
1141,card_Merchnum_actual/total_3
1142,card_Merchnum_variability_avg_3
1143,card_Merchnum_variability_min_3
1144,card_Merchnum_variability_max_3
1145,card_Merchnum_variability_cum_3
1146,card_Merchnum_variability_std_3
1147,card_Merchnum_count_7
1148,card_Merchnum_avg_7
1149,card_Merchnum_max_7
1150,card_Merchnum_total_7
1151,card_Merchnum_std_7
1152,card_Merchnum_actual/avg_7
1153,card_Merchnum_actual/max_7
1154,card_Merchnum_actual/total_7
1155,card_Merchnum_variability_avg_7
1156,card_Merchnum_variability_min_7
1157,card_Merchnum_variability_max_7
1158,card_Merchnum_variability_cum_7
1159,card_Merchnum_variability_std_7
1160,card_Merchnum_count_14
1161,card_Merchnum_avg_14
1162,card_Merchnum_max_14
1163,card_Merchnum_total_14
1164,card_Merchnum_std_14
1165,card_Merchnum_actual/avg_14
1166,card_Merchnum_actual/max_14
1167,card_Merchnum_actual/total_14
1168,card_Merchnum_variability_avg_14
1169,card_Merchnum_variability_min_14
1170,card_Merchnum_variability_max_14
1171,card_Merchnum_variability_cum_14
1172,card_Merchnum_variability_std_14
1173,card_Merchnum_count_30
1174,card_Merchnum_avg_30
1175,card_Merchnum_max_30
1176,card_Merchnum_total_30
1177,card_Merchnum_std_30
1178,card_Merchnum_actual/avg_30
1179,card_Merchnum_actual/max_30
1180,card_Merchnum_actual/total_30
1181,card_Merchnum_variability_avg_30
1182,card_Merchnum_variability_min_30
1183,card_Merchnum_variability_max_30
1184,card_Merchnum_variability_cum_30
1185,card_Merchnum_variability_std_30
1186,card_Merch_description_day_since
1187,card_Merch_description_count_0
1188,card_Merch_description_avg_0
1189,card_Merch_description_max_0
1190,card_Merch_description_total_0
1191,card_Merch_description_std_0
1192,card_Merch_description_actual/avg_0
1193,card_Merch_description_actual/max_0
1194,card_Merch_description_actual/total_0
1195,card_Merch_description_variability_avg_0
1196,card_Merch_description_variability_min_0
1197,card_Merch_description_variability_max_0
1198,card_Merch_description_variability_cum_0
1199,card_Merch_description_variability_std_0
1200,card_Merch_description_count_1
1201,card_Merch_description_avg_1
1202,card_Merch_description_max_1
1203,card_Merch_description_total_1
1204,card_Merch_description_std_1
1205,card_Merch_description_actual/avg_1
1206,card_Merch_description_actual/max_1
1207,card_Merch_description_actual/total_1
1208,card_Merch_description_variability_avg_1
1209,card_Merch_description_variability_min_1
1210,card_Merch_description_variability_max_1
1211,card_Merch_description_variability_cum_1
1212,card_Merch_description_variability_std_1
1213,card_Merch_description_count_3
1214,card_Merch_description_avg_3
1215,card_Merch_description_max_3
1216,card_Merch_description_total_3
1217,card_Merch_description_std_3
1218,card_Merch_description_actual/avg_3
1219,card_Merch_description_actual/max_3
1220,card_Merch_description_actual/total_3
1221,card_Merch_description_variability_avg_3
1222,card_Merch_description_variability_min_3
1223,card_Merch_description_variability_max_3
1224,card_Merch_description_variability_cum_3
1225,card_Merch_description_variability_std_3
1226,card_Merch_description_count_7
1227,card_Merch_description_avg_7
1228,card_Merch_description_max_7
1229,card_Merch_description_total_7
1230,card_Merch_description_std_7
1231,card_Merch_description_actual/avg_7
1232,card_Merch_description_actual/max_7
1233,card_Merch_description_actual/total_7
1234,card_Merch_description_variability_avg_7
1235,card_Merch_description_variability_min_7
1236,card_Merch_description_variability_max_7
1237,card_Merch_description_variability_cum_7
1238,card_Merch_description_variability_std_7
1239,card_Merch_description_count_14
1240,card_Merch_description_avg_14
1241,card_Merch_description_max_14
1242,card_Merch_description_total_14
1243,card_Merch_description_std_14
1244,card_Merch_description_actual/avg_14
1245,card_Merch_description_actual/max_14
1246,card_Merch_description_actual/total_14
1247,card_Merch_description_variability_avg_14
1248,card_Merch_description_variability_min_14
1249,card_Merch_description_variability_max_14
1250,card_Merch_description_variability_cum_14
1251,card_Merch_description_variability_std_14
1252,card_Merch_description_count_30
1253,card_Merch_description_avg_30
1254,card_Merch_description_max_30
1255,card_Merch_description_total_30
1256,card_Merch_description_std_30
1257,card_Merch_description_actual/avg_30
1258,card_Merch_description_actual/max_30
1259,card_Merch_description_actual/total_30
1260,card_Merch_description_variability_avg_30
1261,card_Merch_description_variability_min_30
1262,card_Merch_description_variability_max_30
1263,card_Merch_description_variability_cum_30
1264,card_Merch_description_variability_std_30
1265,card_Merch_state_day_since
1266,card_Merch_state_count_0
1267,card_Merch_state_avg_0
1268,card_Merch_state_max_0
1269,card_Merch_state_total_0
1270,card_Merch_state_std_0
1271,card_Merch_state_actual/avg_0
1272,card_Merch_state_actual/max_0
1273,card_Merch_state_actual/total_0
1274,card_Merch_state_variability_avg_0
1275,card_Merch_state_variability_min_0
1276,card_Merch_state_variability_max_0
1277,card_Merch_state_variability_cum_0
1278,card_Merch_state_variability_std_0
1279,card_Merch_state_count_1
1280,card_Merch_state_avg_1
1281,card_Merch_state_max_1
1282,card_Merch_state_total_1
1283,card_Merch_state_std_1
1284,card_Merch_state_actual/avg_1
1285,card_Merch_state_actual/max_1
1286,card_Merch_state_actual/total_1
1287,card_Merch_state_variability_avg_1
1288,card_Merch_state_variability_min_1
1289,card_Merch_state_variability_max_1
1290,card_Merch_state_variability_cum_1
1291,card_Merch_state_variability_std_1
1292,card_Merch_state_count_3
1293,card_Merch_state_avg_3
1294,card_Merch_state_max_3
1295,card_Merch_state_total_3
1296,card_Merch_state_std_3
1297,card_Merch_state_actual/avg_3
1298,card_Merch_state_actual/max_3
1299,card_Merch_state_actual/total_3
1300,card_Merch_state_variability_avg_3
1301,card_Merch_state_variability_min_3
1302,card_Merch_state_variability_max_3
1303,card_Merch_state_variability_cum_3
1304,card_Merch_state_variability_std_3
1305,card_Merch_state_count_7
1306,card_Merch_state_avg_7
1307,card_Merch_state_max_7
1308,card_Merch_state_total_7
1309,card_Merch_state_std_7
1310,card_Merch_state_actual/avg_7
1311,card_Merch_state_actual/max_7
1312,card_Merch_state_actual/total_7
1313,card_Merch_state_variability_avg_7
1314,card_Merch_state_variability_min_7
1315,card_Merch_state_variability_max_7
1316,card_Merch_state_variability_cum_7
1317,card_Merch_state_variability_std_7
1318,card_Merch_state_count_14
1319,card_Merch_state_avg_14
1320,card_Merch_state_max_14
1321,card_Merch_state_total_14
1322,card_Merch_state_std_14
1323,card_Merch_state_actual/avg_14
1324,card_Merch_state_actual/max_14
1325,card_Merch_state_actual/total_14
1326,card_Merch_state_variability_avg_14
1327,card_Merch_state_variability_min_14
1328,card_Merch_state_variability_max_14
1329,card_Merch_state_variability_cum_14
1330,card_Merch_state_variability_std_14
1331,card_Merch_state_count_30
1332,card_Merch_state_avg_30
1333,card_Merch_state_max_30
1334,card_Merch_state_total_30
1335,card_Merch_state_std_30
1336,card_Merch_state_actual/avg_30
1337,card_Merch_state_actual/max_30
1338,card_Merch_state_actual/total_30
1339,card_Merch_state_variability_avg_30
1340,card_Merch_state_variability_min_30
1341,card_Merch_state_variability_max_30
1342,card_Merch_state_variability_cum_30
1343,card_Merch_state_variability_std_30
1344,card_Merch_zip_day_since
1345,card_Merch_zip_count_0
1346,card_Merch_zip_avg_0
1347,card_Merch_zip_max_0
1348,card_Merch_zip_total_0
1349,card_Merch_zip_std_0
1350,card_Merch_zip_actual/avg_0
1351,card_Merch_zip_actual/max_0
1352,card_Merch_zip_actual/total_0
1353,card_Merch_zip_variability_avg_0
1354,card_Merch_zip_variability_min_0
1355,card_Merch_zip_variability_max_0
1356,card_Merch_zip_variability_cum_0
1357,card_Merch_zip_variability_std_0
